Transaction Set ID,Transaction Set Control Number,Transaction Set Purpose Code,Reference ID,Report Creation Date,Report Type Code,Report Start Date,Report End Date,Distributor Name,Distributor Identification Code Qualifier,Distributor Identification Code,Product Transfer Type Code,,.1,Reference ID Qualifier,Contract Number,Ship To Name,Ship To Identification Code Qualifier,Ship To Identification Code,Address Information,Address Information.1,City Name,State or Province Code,Postal Code,Quantity Qualifier,Quantity,UOM,Assigned Identification,Product/Service ID Qualifier1,Product/Service ID1,Product/Service ID Qualifier2,Product/Service ID2,Product/Service ID Qualifier3,Product/Service ID3,UOM.1,Unit Price,Basis of Unit Price Code,Amount Qualifier Code,Monetary Amount,Item Description Type,.2,Description,Number of Line Items,Number of Included Segments,Manufacturer Name
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,275000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,609.4,WH,1,609.4,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0082049,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,MCNEILL'S PHARMACY,11,BJ1415492,612-4 JEFFERSON STREET,,WHITEVILLE,NC,284720000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,252.24,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0082093,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GROVE AVENUE PHARMACY INC,11,FG0546715,4911 GROVE AVENUE,,RICHMOND,VA,232260000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0082239,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,241000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0082301,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,CENTRAL DRUG STORE,11,BP5975240,112 WEST VIRGINIA AVENUE,,BESSEMER CITY,NC,280160000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914030180,PI,4768198,MG,030180,EA,434.72,WH,1,434.72,F,,RECTIV 0.4% 30GM,,,
,,,0082337,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,296000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,42865010402,PI,4525788,MG,010402,EA,115.03,WH,1,115.03,F,,ZENPEP 3000U 100 DR,,,
,,,0082368,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,239000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0082394,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,KROGER PHARMACY 11640,11,FK1130498,1284 KNOX AVENUE,,NORTH AUGUSTA,SC,298410000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,425.63,WH,1,425.63,F,,ZENPEP 20000U 100 DR,,,
,,,0082477,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,MEDICINE SHOPPE #1177,11,FM3728269,9893 GENERAL PULLER HIGHWAY,,HARTFIELD,VA,230710000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0082570,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,281000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914030180,PI,4768198,MG,030180,EA,434.72,WH,1,434.72,F,,RECTIV 0.4% 30GM,,,
,,,0082620,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,BI-LO PHARMACY 5607,11,BB3890161,1642 DICKERSON DRIVE,,MONROE,NC,281100000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,378.36,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0082692,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,BI-LO PHARMACY 5246,11,BB4646848,142 EAST ST. JAMES AVENUE,,GOOSE CREEK,SC,294450000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0082730,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,BI-LO PHARMACY 5026,11,BB4220834,595 US 601 BYPASS,,CONCORD,NC,280250000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0082789,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,BI-LO PHARMACY 5719,11,BB9493379,1095 FILBERT HWY,,YORK,SC,297450000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0082897,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,240000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914001106,PI,3922101,MG,58914,EA,30.19,WH,1,30.19,F,,AQUADEKS 60 SFG,,,
,,,0083009,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,HARRIS TEETER PHARMACY #0208,11,FH4560341,112 SOUTH SHARON AMITY RD,,CHARLOTTE,NC,282110000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0083061,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,MEDICAP PHARMACY 8254,11,BM6976661,401 WEST A STREET,,NEWTON,NC,286580000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0083124,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,294000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,42865010102,PI,4259883,MG,010102,EA,216.95,WH,1,433.9,F,,ZENPEP 10000U 100 DR,,,
,,,0083154,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,MEDICAP PHARMACY #8160 CST,11,BH4922084,751 E ROOSEVELT BLVD,,MONROE,NC,281120000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0083241,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,229000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,425.63,WH,1,425.63,F,,ZENPEP 20000U 100 DR,,,
,,,0083325,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,280000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,42865010302,PI,4259909,MG,010302,EA,425.63,WH,1,1276.89,F,,ZENPEP 20000U 100 DR,,,
,,,0083339,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,293000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,58914017110,PI,3590320,MG,017110,EA,234.13,WH,1,468.26,F,,CARAFATE 1GM 100,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,8,EA,,N4,42865010502,PI,4525796,MG,010503,EA,526.7,WH,1,4213.6,F,,ZENPEP 25000U 100 DR,,,
,,,0083372,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GLENDALE PHARMACY,11,FG2940686,12444 WARWICK BOULEVARD,,NEWPORT NEWS,VA,236060000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0083438,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,280000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,42865010402,PI,4525788,MG,010402,EA,115.03,WH,1,230.06,F,,ZENPEP 3000U 100 DR,,,
,,,0083444,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,288000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,42865010302,PI,4259909,MG,010302,EA,425.63,WH,1,425.63,F,,ZENPEP 20000U 100 DR,,,
,,,0083451,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,298000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914030180,PI,4768198,MG,030180,EA,434.72,WH,1,434.72,F,,RECTIV 0.4% 30GM,,,
,,,0083495,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,WEST POINT PHARMACY,11,BW7467372,1302-A LEE ST,,WEST POINT,VA,231810000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0083580,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,298000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,42865010302,PI,4259909,MG,010302,EA,425.63,WH,1,1276.89,F,,ZENPEP 20000U 100 DR,,,
,,,0083681,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,KMART PHARMACY 3471-REDKEY,11,AK8044391,2001 SOUTH MILITARY HWY,,CHESAPEAKE,VA,233200000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0083685,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,KMART PHARMACY 3598-REDKEY,11,AK2133255,1419 HERSHBERGER RD NW,,ROANOKE,VA,240120000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0083697,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,KMART PHARMACY 3706-REDKEY,11,BK1851802,1480 EAST MAIN STREET,,WYTHEVILLE,VA,243820000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0083767,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,KROGER PHARMACY 11418,11,BK4364814,311 EAST GWINNETT STREET,,SAVANNAH,GA,314010000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,609.4,WH,1,609.4,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0083969,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,238000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,6,EA,,N4,42865010202,PI,4259891,MG,010202,EA,313.34,WH,1,1880.04,F,,ZENPEP 15000U 100 DR,,,
,,,0083986,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,FOOD LION 420,11,BF7566055,3808 GUESS ROAD,,DURHAM,NC,277050000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,378.36,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0084122,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,294000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0084266,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,KROGER PHARMACY 11448,11,BK5640912,10136 TWO NOTCH ROAD,,COLUMBIA,SC,292230000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0084300,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,280000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0084338,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,CANNON PHARMACY,11,BC9059444,1706 S. CANNON BLVD.,,KANNAPOLIS,NC,280830000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,5,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,630.6,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0084419,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,RAINBOW DRUG STORE,11,AR7088380,4319 NEW JESUP HIGHWAY,,BRUNSWICK,GA,315200000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,252.24,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0084442,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,MEDICAL VILLAGE APOTHECARY,11,AG3200172,1610 VAUGHN RD,,BURLINGTON,NC,272170000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,42865010502,PI,4525796,MG,010503,EA,526.7,WH,1,526.7,F,,ZENPEP 25000U 100 DR,,,
,,,0084565,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,288000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0084655,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,RMC PHARMACY WAC,11,FR3355787,3000 SAINT MATTHEWS ROAD,,ORANGEBURG,SC,291180000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,378.36,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0084762,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,296000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,42865010402,PI,4525788,MG,010402,EA,115.03,WH,1,115.03,F,,ZENPEP 3000U 100 DR,,,
,,,0084794,,,,,,,,SS,,,DI,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,BARNEY'S PHARMACY,11,AB9733393,2604 PEACH ORCHARD RD.,,AUGUSTA,GA,309060000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,126.12,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0084832,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,290000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,42865010102,PI,4259883,MG,010102,EA,216.95,WH,1,216.95,F,,ZENPEP 10000U 100 DR,,,
,,,0084873,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,295000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0084889,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,241000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0084960,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,285000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,378.36,F,,CARAFATE 1GM/10ML 414ML,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0085037,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,282000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,609.4,WH,1,609.4,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0085054,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,286000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,42865010302,PI,4259909,MG,010302,EA,425.63,WH,1,1276.89,F,,ZENPEP 20000U 100 DR,,,
,,,0085057,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,286000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,378.36,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0085094,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,293000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,6,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,756.72,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0085138,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,232000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,1418.32,F,,CANASA 1000MG 30 RECTAL,,,
,,,0085289,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,245000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,58914001210,PI,3694627,MG,001210,EA,50.38,WH,1,151.14,F,,BENTYL 10MG 100,,,
,,,0085370,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,270000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,4,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,504.48,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0085430,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,275000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,1418.32,F,,CANASA 1000MG 30 RECTAL,,,
,,,0085435,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,278000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0085540,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,283000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,2,EA,,N4,58914030180,PI,4768198,MG,030180,EA,434.72,WH,1,869.44,F,,RECTIV 0.4% 30GM,,,
,,,0085604,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,275000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914050156,PI,3640638,MG,050156,EA,709.16,WH,1,709.16,F,,CANASA 1000MG 30 RECTAL,,,
,,,0085682,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,275000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,1,EA,,N4,58914060120,PI,4898706,MG,060120,EA,609.4,WH,1,609.4,F,,PYLERA 125-140-125MG120 10D PK,,,
,,,0085719,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,XX,11,XX,XX,XX,XX,XX,282000000,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,32,3,EA,,N4,58914017014,PI,3590288,MG,017014,EA,126.12,WH,1,378.36,F,,CARAFATE 1GM/10ML 414ML,,,
,,,0085749,,,,,,,,SS,,,DI,XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
